,id,host_id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,review_scores_rating,number_of_reviews
1292,13415439,18473395,1,University,39.68286887759539,-104.96489181111865,Private room,2,1.0,1,1.0,70.0,30.0,99.0,20
1293,13428810,11572263,1,Speer,39.721903371171116,-104.98643494525028,Entire home/apt,6,1.0,2,3.0,175.0,45.0,95.0,22
1295,13447168,48448059,1,Skyland,39.759899840339386,-104.95568116028325,Entire home/apt,3,1.0,1,1.0,81.0,40.0,99.0,227
1297,13449331,14949477,1,Sunnyside,39.77192633338112,-105.02207205230718,Entire home/apt,6,1.0,2,3.0,98.0,70.0,100.0,200
1300,13467564,77023590,1,Gateway - Green Valley Ranch,39.77262742057566,-104.7502752875723,Entire home/apt,4,1.0,1,2.0,70.0,40.0,96.0,69
1301,13474217,49223382,1,City Park West,39.7405514965694,-104.97143760737823,Entire home/apt,8,2.0,3,5.0,199.0,70.0,98.0,207
1302,13478248,53159663,1,Cheesman Park,39.737325000154854,-104.96803654058606,Entire home/apt,4,1.0,1,2.0,120.0,35.0,95.0,181
1303,13487432,2440834,0,Speer,39.722761278404654,-104.98314206649458,Entire home/apt,2,1.0,1,1.0,75.0,19.0,100.0,6
1304,13494022,77350520,1,North Capitol Hill,39.740327336431065,-104.97610187095366,Private room,6,1.5,1,5.0,129.0,30.0,96.0,213
1309,13513735,12482307,0,City Park West,39.74468329673597,-104.96888638122371,Entire home/apt,2,1.0,1,1.0,65.0,75.0,100.0,5
1312,13526515,77731494,0,North Capitol Hill,39.745160549503886,-104.98121146339399,Entire home/apt,14,3.5,5,7.0,199.0,255.0,95.0,93
1313,13542442,62275890,0,Lincoln Park,39.72707894755353,-104.99802056631069,Entire home/apt,8,2.5,3,4.0,125.0,185.0,94.0,95
1315,13545464,7131433,0,CBD,39.74721563615303,-104.99592664761198,Entire home/apt,2,1.0,1,1.0,79.0,50.0,93.0,7
1316,13548312,8650641,1,North Capitol Hill,39.74615382299791,-104.98336285167773,Entire home/apt,4,1.0,1,1.0,225.0,75.0,95.0,67
1318,13560149,19597217,0,Cherry Creek,39.715616323448394,-104.94196303095491,Entire home/apt,6,4.0,3,3.0,350.0,100.0,97.0,30
1319,13560410,78127236,1,Chaffee Park,39.78605861675332,-105.0218481048571,Entire home/apt,2,1.0,1,2.0,140.0,100.0,97.0,66
1323,13579869,24483378,0,West Highland,39.76772158819196,-105.05283532001556,Shared room,1,1.0,1,1.0,18.0,10.0,88.0,53
1324,13588492,12298701,0,Berkeley,39.77866197517781,-105.0332662836845,Entire home/apt,8,2.0,3,4.0,160.0,120.0,96.0,39
1329,13620900,12706357,0,Gateway - Green Valley Ranch,39.77688837523119,-104.77033829068644,Entire home/apt,9,2.5,4,4.0,175.0,150.0,96.0,38
1334,13642198,17053398,1,Berkeley,39.781496679307935,-105.03811142547168,Private room,2,1.0,1,1.0,50.0,5.0,94.0,41
1336,13656290,79333399,0,Whittier,39.75757747361903,-104.96931248878387,Entire home/apt,7,1.0,3,3.0,225.0,100.0,99.0,63
1340,13657498,79296912,1,University Park,39.67073898974321,-104.94627430772582,Private room,5,1.0,1,3.0,88.0,39.0,99.0,176
1343,13686014,24157036,0,Hampden,39.65687678526493,-104.90861330080669,Entire home/apt,6,2.5,3,3.0,234.0,400.0,,0
1344,13686460,24157036,0,CBD,39.74504960625224,-104.99462410023793,Entire home/apt,2,1.0,1,1.0,191.0,250.0,100.0,2
1345,13686918,24157036,0,CBD,39.745996650936775,-104.99530874701745,Entire home/apt,2,1.0,1,1.0,166.0,250.0,,0
1346,13687416,24157036,0,Cherry Creek,39.71411643993,-104.94484222266331,Entire home/apt,6,2.5,3,3.0,370.0,400.0,100.0,1
1353,13725664,24157036,0,CBD,39.74535677576851,-104.99716701545204,Entire home/apt,2,1.0,0,1.0,114.0,250.0,100.0,1
1356,13733751,67453870,1,Country Club,39.72220499961625,-104.97184008010984,Entire home/apt,4,1.0,2,2.0,160.0,100.0,99.0,17
1360,13744375,50675571,1,Washington Virginia Vale,39.697941388638526,-104.92521980898545,Entire home/apt,2,1.0,1,1.0,99.0,80.0,96.0,44
1362,13746714,19130789,1,University Park,39.670630579686716,-104.95302605857435,Private room,2,1.0,1,1.0,45.0,40.0,99.0,19
1363,13747707,24157036,0,CBD,39.74514613319592,-104.99770797153644,Entire home/apt,4,2.0,2,2.0,206.0,250.0,100.0,3
1364,13748244,59265555,1,Rosedale,39.671323929207055,-104.981901617407,Entire home/apt,2,1.0,1,1.0,70.0,70.0,100.0,13
1365,13751109,80564551,1,Highland,39.75994306419029,-105.01119415254408,Entire home/apt,3,1.0,1,1.0,200.0,40.0,100.0,206
1369,13763818,24157036,0,Highland,39.75959817366556,-105.01409225597929,Entire home/apt,6,3.0,2,2.0,263.0,300.0,100.0,1
1370,13764044,8751405,1,Cherry Creek,39.723732610137965,-104.95033961678499,Entire home/apt,5,1.0,2,3.0,170.0,100.0,98.0,66
1371,13768737,24157036,0,CBD,39.74416906225767,-104.99503335899306,Entire home/apt,2,1.0,1,1.0,177.0,250.0,100.0,1
1372,13769107,24157036,0,CBD,39.74575492273561,-104.99461454023405,Entire home/apt,4,2.0,2,2.0,246.0,300.0,100.0,2
1374,13783439,46508154,1,Five Points,39.75089685215342,-104.97612089993008,Entire home/apt,11,2.5,6,6.0,415.0,100.0,99.0,30
1381,13815789,68941411,1,Congress Park,39.73174748925797,-104.94927669534765,Entire home/apt,6,1.0,3,5.0,97.0,55.0,98.0,221
1384,13828732,32674537,1,Platt Park,39.68777286924285,-104.98584373350529,Entire home/apt,4,1.0,1,3.0,135.0,50.0,99.0,52
1388,13845981,7676799,1,West Colfax,39.745106426205396,-105.03028875585079,Private room,2,1.0,1,1.0,50.0,8.0,98.0,168
1392,13866614,36410256,0,Gateway - Green Valley Ranch,39.77520520319171,-104.74101874112357,Private room,2,1.0,1,1.0,44.0,0.0,96.0,100
1395,13878432,24157036,0,CBD,39.744559464435675,-104.99527967749924,Entire home/apt,2,1.0,1,1.0,177.0,250.0,100.0,1
1396,13878962,24157036,0,CBD,39.74555704179175,-104.99479494108392,Entire home/apt,2,1.0,1,1.0,191.0,250.0,,0
1397,13880152,271521,1,Cole,39.76579559577583,-104.96717504985749,Private room,4,1.0,1,1.0,83.0,75.0,99.0,23
1399,13881439,50005108,1,Hilltop,39.722688199853785,-104.9080128128279,Private room,2,1.0,1,1.0,99.0,50.0,95.0,31
1404,13897403,24157036,0,CBD,39.74516470873528,-104.99710448705507,Entire home/apt,2,1.0,1,1.0,132.0,250.0,100.0,1
1411,13926901,45824345,1,Clayton,39.7620495314476,-104.9555761132272,Entire home/apt,4,1.0,2,2.0,129.0,100.0,96.0,19
1417,13953997,83080215,0,Civic Center,39.73726686356387,-104.99291641996788,Entire home/apt,5,1.0,1,2.0,125.0,95.0,94.0,93
1418,13957209,24157036,0,Union Station,39.75043153085441,-104.99630794080782,Entire home/apt,2,1.0,1,1.0,148.0,250.0,100.0,1
1419,13957450,24157036,0,Union Station,39.750269153671475,-104.99473433814802,Entire home/apt,2,1.0,1,1.0,163.0,250.0,,0
1421,13959438,83158099,0,Civic Center,39.736415981115215,-104.99428151744742,Entire home/apt,3,1.0,0,2.0,80.0,75.0,94.0,92
1422,13959763,83162787,0,Civic Center,39.738225531813406,-104.9941408188952,Entire home/apt,4,1.0,0,1.0,110.0,85.0,94.0,98
1427,13977855,44105547,1,Berkeley,39.77503629573965,-105.02621521226193,Private room,4,1.0,2,1.0,99.0,25.0,97.0,15
1431,14010321,69009301,1,North Park Hill,39.75716151450131,-104.92125080779124,Entire home/apt,4,1.0,2,2.0,94.0,25.0,96.0,168
1433,14027037,4513655,0,Wellshire,39.666264441085296,-104.9425286616938,Private room,1,1.0,1,1.0,80.0,35.0,,0
1435,14027390,24157036,0,Union Station,39.7493603254421,-104.99856344999412,Entire home/apt,2,1.5,1,1.0,148.0,250.0,,0
1438,14042763,9895129,1,Whittier,39.75897870117733,-104.96926350220276,Entire home/apt,6,1.5,3,3.0,140.0,60.0,99.0,43
1440,14055472,83579310,1,Whittier,39.75903224232101,-104.96230240322546,Entire home/apt,16,3.0,5,12.0,499.0,195.0,100.0,72
1441,14058998,23415904,1,Highland,39.763520645462826,-105.01124413339217,Entire home/apt,4,1.0,1,1.0,90.0,49.0,96.0,24
1444,14087278,23415904,1,Highland,39.76327215778521,-105.0102267030998,Private room,2,1.0,1,1.0,85.0,45.0,97.0,23
1449,14108979,84977765,1,Capitol Hill,39.73186854237468,-104.97298113350566,Entire home/apt,3,1.0,1,1.0,120.0,60.0,99.0,42
1450,14112357,33601029,1,Washington Virginia Vale,39.71048098057712,-104.91351846938385,Private room,2,1.0,1,2.0,35.0,10.0,93.0,28
1459,14151673,36460088,1,Stapleton,39.790818247162974,-104.88415066499867,Entire home/apt,10,2.5,3,6.0,199.0,185.0,97.0,46
1460,14154148,43228293,0,Sloan Lake,39.75131282358765,-105.03838823480478,Entire home/apt,4,1.0,2,2.0,155.0,75.0,99.0,35
1477,14294993,21618397,1,Lincoln Park,39.73738165596213,-105.0001532236954,Entire home/apt,6,1.0,3,4.0,80.0,50.0,94.0,62
1480,14302754,87136036,0,Speer,39.713338661455424,-104.98149908612065,Entire home/apt,2,1.0,1,1.0,70.0,50.0,96.0,18
1483,14341282,28638748,1,Clayton,39.76494630001434,-104.95653500913954,Private room,2,1.0,1,1.0,50.0,14.0,98.0,34
1484,14350721,5470074,0,Northeast Park Hill,39.76201509075978,-104.91638405882364,Entire home/apt,4,1.0,2,3.0,110.0,85.0,89.0,36
1486,14369542,88156830,1,Gateway - Green Valley Ranch,39.786946930949725,-104.76397699753709,Private room,4,1.0,1,2.0,79.0,0.0,99.0,272
1487,14369676,59393723,1,Hilltop,39.71631279461225,-104.93934826968838,Entire home/apt,16,5.5,6,13.0,599.0,299.0,99.0,70
1489,14383390,78307534,1,Montbello,39.77636431976661,-104.83021974908712,Private room,2,1.0,1,1.0,50.0,5.0,96.0,180
1491,14400194,23867911,1,Speer,39.7173179966714,-104.97767503266293,Entire home/apt,2,1.0,0,1.0,105.0,10.0,98.0,141
1496,14438394,13611163,1,Fort Logan,39.63329728527472,-105.03851825599938,Private room,4,2.5,1,1.0,50.0,25.0,100.0,7
1497,14440882,88905818,1,South Park Hill,39.74464408219096,-104.93970575790732,Entire home/apt,3,1.5,1,1.0,135.0,75.0,98.0,66
1499,14450614,22022544,1,West Highland,39.75927786794789,-105.02734493564176,Private room,2,1.0,1,2.0,60.0,0.0,99.0,72
1500,14451495,28638748,1,Clayton,39.76649543220887,-104.95708121183712,Entire home/apt,7,3.0,4,4.0,225.0,125.0,98.0,8
1504,14488549,20987474,1,CBD,39.74467915382768,-104.99157863718672,Entire home/apt,2,1.0,1,1.0,138.0,100.0,98.0,84
1508,14500246,89536157,0,Rosedale,39.669581451274894,-104.9837262007211,Private room,3,1.5,1,1.0,40.0,10.0,99.0,169
1510,14512783,83983742,0,Berkeley,39.77502112297752,-105.04402544962194,Private room,2,1.5,1,1.0,125.0,35.0,93.0,12
1514,14548753,25011232,0,Gateway - Green Valley Ranch,39.77490358169802,-104.75368330513649,Entire home/apt,14,3.5,6,6.0,169.0,100.0,99.0,15
1516,14576924,83045060,0,Congress Park,39.73862813022306,-104.94549269013402,Private room,2,1.5,1,1.0,60.0,11.0,95.0,111
1517,14577750,37330954,1,North Park Hill,39.75578532634506,-104.90726444650859,Private room,2,2.0,1,1.0,30.0,19.0,96.0,34
1518,14592167,45401491,1,Lincoln Park,39.73004788435946,-104.99576776515836,Private room,2,1.5,1,1.0,79.0,10.0,99.0,120
1522,14595054,37330954,1,North Park Hill,39.75581023030653,-104.90549117355114,Private room,2,2.0,1,1.0,27.0,19.0,98.0,34
1523,14602487,90602667,1,Sloan Lake,39.75784617760332,-105.0429776832818,Entire home/apt,6,1.0,2,3.0,94.0,40.0,97.0,172
1528,14630297,67224860,1,Regis,39.78505753522274,-105.05839759180624,Entire home/apt,4,1.0,2,3.0,95.0,49.0,98.0,48
1529,14635804,90289521,0,West Highland,39.76198210017003,-105.03359978085942,Entire home/apt,5,1.0,2,3.0,99.0,90.0,94.0,64
1537,14710427,19386792,0,West Highland,39.768316500985314,-105.05164794201322,Entire home/apt,3,1.5,1,1.0,90.0,50.0,96.0,43
1538,14723534,4513655,0,University Park,39.66883569514094,-104.9431594515019,Private room,2,1.0,1,1.0,80.0,35.0,,0
1541,14728998,20628483,1,Baker,39.72076667230993,-104.99714167645493,Private room,2,1.0,1,1.0,85.0,0.0,99.0,106
1554,14772610,92173213,1,Whittier,39.755015683920895,-104.97221156828772,Private room,2,1.0,1,1.0,75.0,25.0,95.0,42
1557,14780461,19130789,1,University Park,39.67059484033005,-104.95173720449915,Private room,1,1.0,1,1.0,40.0,30.0,100.0,5
1558,14786288,68558775,0,East Colfax,39.736682723328684,-104.89967351609344,Private room,1,1.0,1,1.0,30.0,25.0,97.0,6
1559,14787221,26330223,1,Jefferson Park,39.74835999107752,-105.02012395741707,Entire home/apt,6,3.0,3,3.0,250.0,120.0,98.0,48
1566,14824298,65404428,1,Sunnyside,39.77046993773964,-105.02240609660544,Entire home/apt,10,2.0,4,4.0,275.0,100.0,97.0,49
1568,14833679,36474519,0,Lincoln Park,39.73692374600492,-105.00206316920237,Private room,2,1.0,1,1.0,70.0,10.0,94.0,43
1570,14837376,92825840,1,North Capitol Hill,39.746167785527476,-104.98421208200728,Entire home/apt,4,1.0,1,1.0,100.0,30.0,98.0,39
1582,14898961,93523084,1,Sunnyside,39.775574457720325,-105.01612665020735,Entire home/apt,6,1.0,2,2.0,93.0,75.0,100.0,17
1585,14932614,93905437,1,Athmar Park,39.70705656070367,-105.01275590858398,Entire home/apt,4,1.0,2,2.0,119.0,60.0,98.0,130
1586,14946195,3344763,1,Platt Park,39.6826822436209,-104.98233202500128,Entire home/apt,4,1.0,1,2.0,113.0,65.0,99.0,50
1590,14965597,63770519,1,Cheesman Park,39.73078150256725,-104.97230596514656,Entire home/apt,8,2.5,4,6.0,250.0,150.0,99.0,82
1591,14966561,48621023,0,Montclair,39.72576171078815,-104.90379504770216,Entire home/apt,6,3.0,2,2.0,115.0,150.0,100.0,1
1593,14980203,87925396,1,Stapleton,39.75278915590402,-104.88154702502968,Private room,2,1.0,1,2.0,66.0,25.0,99.0,55
1596,14992041,67389403,0,Montbello,39.775348096512715,-104.82581297521658,Private room,2,1.0,1,1.0,55.0,7.0,99.0,128
1597,14992777,28638748,1,Clayton,39.76713549800631,-104.95747675081093,Private room,2,1.0,1,1.0,54.0,14.0,97.0,108
1601,14996296,81160979,1,Five Points,39.75031358945713,-104.974046345245,Entire home/apt,2,1.0,1,1.0,78.0,45.0,98.0,124
1602,15004144,75946873,0,West Colfax,39.73990023868126,-105.03583296922777,Entire home/apt,4,2.0,1,1.0,125.0,75.0,95.0,20
1604,15022935,28635931,0,Baker,39.717850410563024,-104.98880070101515,Entire home/apt,6,2.0,3,3.0,250.0,150.0,100.0,8
1606,15026012,32013796,1,Montbello,39.79583653214365,-104.82804210623415,Private room,2,1.0,1,1.0,48.0,20.0,98.0,122
1609,15053892,21340429,0,University,39.666110835369814,-104.96256233443658,Entire home/apt,8,2.0,4,4.0,200.0,100.0,95.0,22
1615,15093485,67379554,0,Five Points,39.75758900454849,-104.98427446823494,Entire home/apt,10,2.5,3,4.0,350.0,175.0,95.0,94
1617,15097005,30076081,0,CBD,39.74594036374682,-104.99706640736531,Entire home/apt,3,1.0,0,2.0,200.0,100.0,96.0,7
1622,15114540,95765748,0,Montclair,39.73334599900817,-104.91652652040895,Entire home/apt,5,1.0,3,3.0,129.0,75.0,94.0,11
1623,15116690,69297836,1,Ruby Hill,39.694939721436526,-105.02160429765749,Private room,2,1.0,1,1.0,45.0,35.0,99.0,111
1624,15125534,5910663,0,Virginia Village,39.69672463914979,-104.92605202438368,Entire home/apt,2,1.0,2,1.0,75.0,50.0,96.0,14
1626,15130799,5216325,0,CBD,39.7472170362205,-104.99782752339165,Entire home/apt,4,1.0,1,1.0,99.0,150.0,,0
1627,15143586,96040278,1,CBD,39.745329156776464,-104.99295080022364,Entire home/apt,8,2.0,3,4.0,215.0,110.0,97.0,96
1630,15174189,96304181,1,Lincoln Park,39.73556495337977,-105.00168774386309,Private room,2,1.0,1,1.0,67.0,0.0,99.0,118
1636,15238465,96879910,0,Capitol Hill,39.734684155163066,-104.97632912680729,Entire home/apt,2,1.0,1,1.0,99.0,85.0,91.0,87
1639,15250844,34479298,1,Sloan Lake,39.75400914747252,-105.04944452769313,Entire home/apt,2,1.0,0,1.0,99.0,20.0,96.0,135
1642,15271643,76732468,0,Sunnyside,39.7698262506461,-105.01519958109924,Private room,2,1.0,1,1.0,100.0,10.0,98.0,235
1647,15302824,62310496,1,Baker,39.717391817904,-104.99753248072076,Entire home/apt,6,2.5,3,3.0,300.0,150.0,99.0,23
1648,15303547,80505094,0,Lowry Field,39.71119463355199,-104.893009466174,Entire home/apt,1,1.0,1,1.0,75.0,75.0,98.0,16
1649,15310830,11999984,0,City Park West,39.743931402582845,-104.96275141831705,Entire home/apt,4,2.5,2,2.0,200.0,70.0,100.0,44
1654,15326361,19201235,0,Virginia Village,39.68756463095506,-104.93113621045946,Entire home/apt,6,2.0,3,3.0,160.0,125.0,94.0,58
1658,15344781,42862500,0,Stapleton,39.74840676794856,-104.89820869988064,Private room,2,1.5,1,1.0,35.0,20.0,98.0,138
1661,15375955,11857820,0,West Highland,39.76019181512191,-105.02879067551909,Entire home/apt,4,1.0,1,1.0,99.0,100.0,100.0,7
1667,15409638,98259634,1,CBD,39.740736819909365,-104.99364762947651,Entire home/apt,12,2.5,3,4.0,625.0,300.0,96.0,51
1668,15422123,25545378,0,Whittier,39.75397748641426,-104.9701414500032,Entire home/apt,4,2.5,2,2.0,108.0,0.0,100.0,2
1669,15425189,98259634,1,Civic Center,39.739270544197076,-104.99418477607064,Entire home/apt,16,3.0,3,7.0,625.0,300.0,96.0,57
1670,15434140,98956508,1,Mar Lee,39.689281140171715,-105.03167477891121,Entire home/apt,4,2.5,2,2.0,120.0,50.0,97.0,58
1672,15436226,98259634,1,Civic Center,39.73897009138622,-104.99459867750885,Entire home/apt,14,2.5,3,5.0,625.0,300.0,97.0,69
1677,15469884,98072010,1,Highland,39.76039656587008,-105.01099725945555,Entire home/apt,3,1.0,1,2.0,80.0,50.0,99.0,122
1678,15470683,740330,0,CBD,39.74942493157556,-104.99141317046738,Entire home/apt,4,2.0,2,3.0,225.0,79.0,95.0,83
1680,15471561,20937941,1,Highland,39.764969670014466,-105.00464708024505,Entire home/apt,10,3.5,3,3.0,600.0,224.0,100.0,74
1687,15509056,43953355,1,Cheesman Park,39.73613259984417,-104.97070744180357,Entire home/apt,2,1.0,1,1.0,95.0,40.0,99.0,118
1694,15551405,4431217,0,Rosedale,39.671975782753776,-104.98660402892959,Entire home/apt,4,1.0,2,4.0,125.0,85.0,91.0,58
1696,15585225,100418602,0,Civic Center,39.732755577785305,-104.99109776714356,Entire home/apt,8,3.5,3,3.0,359.0,150.0,100.0,10
1697,15587144,15440320,0,Highland,39.76484991078282,-105.01085252579384,Entire home/apt,10,3.5,3,4.0,530.0,149.0,99.0,17
1699,15589617,2632560,1,Belcaro,39.69814311289815,-104.95922632369694,Entire home/apt,6,2.5,3,3.0,250.0,150.0,96.0,23
1701,15597728,3155587,1,Capitol Hill,39.72967283410516,-104.9806948990607,Entire home/apt,2,1.0,1,1.0,120.0,50.0,97.0,20
1703,15602226,34017443,1,Montclair,39.734244604533245,-104.91968019400231,Entire home/apt,5,1.0,2,3.0,160.0,70.0,99.0,43
1705,15620488,100700623,0,Five Points,39.7541111627416,-104.9833422859756,Private room,2,1.0,1,1.0,48.0,20.0,88.0,132
1707,15641776,9465722,1,Lincoln Park,39.739914570379376,-105.00143405443188,Entire home/apt,6,1.5,2,3.0,160.0,85.0,100.0,65
1710,15662213,23594153,0,Five Points,39.75247491201928,-104.98823009621731,Entire home/apt,10,2.5,3,5.0,150.0,150.0,96.0,128
1712,15677567,100369882,0,Highland,39.7658967967335,-105.01670664059552,Entire home/apt,14,3.0,4,7.0,258.0,304.0,,0
1713,15680276,27891389,0,City Park West,39.74308034655517,-104.96790425108681,Entire home/apt,5,2.0,2,2.0,200.0,50.0,100.0,14
1714,15692516,100700623,0,Five Points,39.752446571464354,-104.98168078238426,Private room,5,1.0,1,3.0,85.0,30.0,90.0,136
1720,15746223,3842099,1,West Colfax,39.739474620777656,-105.0341961342703,Entire home/apt,4,1.0,1,2.0,70.0,25.0,96.0,164
1725,15787181,32013796,1,Montbello,39.797320184433744,-104.8281258656235,Private room,2,1.0,1,1.0,49.0,20.0,95.0,130
1726,15788708,102132807,1,City Park West,39.74811892259636,-104.97198537465624,Entire home/apt,16,5.0,8,11.0,400.0,275.0,96.0,41
1730,15805779,18948452,1,Sunnyside,39.77066287390046,-105.00910786519907,Entire home/apt,10,3.0,3,4.0,425.0,120.0,100.0,44
1732,15807172,100700623,0,Five Points,39.754471847950576,-104.98164396250294,Private room,3,1.0,1,2.0,62.0,20.0,93.0,113
1733,15807599,101617046,1,West Colfax,39.746057440262106,-105.02727408522284,Entire home/apt,14,3.5,5,8.0,279.0,299.0,98.0,97
1734,15815503,68717100,0,CBD,39.74365099114432,-104.98829526673224,Entire home/apt,6,1.0,2,3.0,100.0,200.0,100.0,3
1735,15817834,102357141,1,Cory - Merrill,39.695396878146184,-104.9467918314934,Entire home/apt,2,1.0,1,1.0,75.0,0.0,98.0,206
1738,15832774,9802402,0,North Park Hill,39.75563659571361,-104.93293530334736,Entire home/apt,2,1.0,1,1.0,65.0,45.0,100.0,5
1742,15854894,102738009,1,Lincoln Park,39.72755399279124,-104.99512576711638,Entire home/apt,6,2.0,3,4.0,205.0,125.0,98.0,66
1745,15858900,5216325,0,CBD,39.745669911835435,-104.99591840875156,Entire home/apt,4,1.0,1,1.0,95.0,159.0,100.0,1
1747,15872243,102899347,0,Globeville,39.785242409317405,-104.98654902481027,Entire home/apt,7,1.0,4,6.0,230.0,125.0,93.0,63
1751,15897404,89673435,0,CBD,39.747236859436406,-104.99614780877177,Entire home/apt,2,1.0,0,1.0,69.0,150.0,100.0,5
1752,15899223,30968138,0,Highland,39.76753218333297,-105.01506869806671,Entire home/apt,6,2.0,3,3.0,225.0,120.0,98.0,12
1754,15903051,77013126,1,Highland,39.75670346204315,-105.01055196825376,Entire home/apt,4,2.0,2,2.0,129.0,125.0,100.0,41
1756,15912228,89673435,0,CBD,39.74708592928313,-104.99703686480322,Entire home/apt,2,1.0,0,1.0,69.0,150.0,100.0,1
1759,15923862,490360,1,Montclair,39.73912503470989,-104.92017413113912,Entire home/apt,4,1.0,2,2.0,99.0,49.0,96.0,16
1761,15936874,101087690,0,Hilltop,39.71389940835876,-104.90960057633579,Private room,2,1.5,1,1.0,39.0,5.0,100.0,4
1764,15948617,52017585,1,Gateway - Green Valley Ranch,39.775538226963185,-104.75848166544694,Entire home/apt,9,2.5,3,4.0,120.0,75.0,95.0,33
1765,15948870,100700623,0,Five Points,39.752296516597376,-104.98153599500976,Private room,2,1.0,1,1.0,48.0,20.0,92.0,106
1768,15957767,100700623,0,Five Points,39.75286932862355,-104.98336427837587,Private room,2,1.0,1,1.0,48.0,20.0,90.0,171
1769,15968808,103719091,0,North Park Hill,39.75512558967486,-104.92455827840088,Entire home/apt,8,2.0,4,4.0,250.0,150.0,94.0,31
